Batch Size,L1 Nodes,L1 Regularization,L1 Dropout,L2 Nodes,L2 Regularization,L2 Dropout,Learning Rate,Accuracy
1539.0,454.0,0.0,0.25,288.0,0.2,0.25,0.006999999999999999,0.4890965819358826
333.0,966.0,4e-05,0.19,787.0,0.01,0.76,0.02,0.4672897160053253
1912.0,160.0,0.0,0.33,365.0,0.0007,0.65,7.000000000000001e-05,0.4828660488128662
357.0,994.0,0.006999999999999999,0.07,361.0,0.008,0.09,0.002,0.4168618321418762
108.0,494.0,0.0004,0.18,528.0,0.30000000000000004,0.11,5e-06,0.5019515752792358
658.0,523.0,0.03,0.7,498.0,0.0002,0.37,0.01,0.4145199060440064
531.0,668.0,0.0005,0.46,561.0,0.9,0.59,0.5,0.4145199060440064
590.0,358.0,0.006999999999999999,0.29,878.0,8e-05,0.41,0.003,0.4722872674465179
808.0,350.0,2e-05,0.15,696.0,0.006999999999999999,0.4,0.09,0.2523364424705505
768.0,144.0,0.0006000000000000001,0.05,79.0,2e-05,0.16,0.004,0.4267912805080414
1466.0,737.0,0.005,0.24,895.0,0.7000000000000001,0.17,0.05,0.4176424741744995
1128.0,955.0,0.8,0.8,701.0,0.009000000000000001,0.38,3.0000000000000008e-05,0.42544886469841
1725.0,669.0,0.0,0.76,616.0,0.07,0.05,0.0007,0.4579439163208008
1032.0,914.0,0.0006000000000000001,0.22,621.0,0.004,0.38,0.08,0.4192037582397461
1224.0,950.0,0.5,0.17,258.0,0.0009000000000000002,0.19,5e-05,0.4441842436790466
24.0,430.0,0.9,0.48,695.0,0.7000000000000001,0.48,0.002,0.4153005480766296
1199.0,386.0,0.0007,0.74,710.0,0.004,0.54,0.04,0.448868066072464
145.0,176.0,0.00030000000000000003,0.19,880.0,2e-05,0.28,0.004,0.3800623118877411
1764.0,214.0,0.06,0.54,268.0,0.0,0.63,0.0005,0.4418423175811768
1267.0,42.0,0.003,0.71,335.0,0.02,0.53,8e-06,0.43325525522232056
1605.0,102.0,0.0008,0.57,320.0,0.2,0.02,0.02,0.4215456545352936
1129.0,804.0,0.002,0.77,151.0,0.001,0.02,0.08,0.4535519182682037
825.0,490.0,0.08,0.13,186.0,0.002,0.34,0.9,0.4145199060440064
246.0,695.0,0.09,0.24,781.0,0.04,0.63,6.0000000000000015e-05,0.42544886469841
1941.0,504.0,0.009000000000000001,0.33,923.0,0.6000000000000001,0.28,0.006,0.4192037582397461
1463.0,959.0,0.0005,0.42,938.0,0.008,0.33,0.7000000000000001,0.4145199060440064
444.0,682.0,0.0,0.22,97.0,0.01,0.29,0.0005,0.4735202491283417
1086.0,369.0,0.00030000000000000003,0.39,643.0,0.06,0.3,0.1,0.4145199060440064
1595.0,632.0,0.001,0.17,956.0,0.04,0.03,0.0002,0.4277907907962799
1271.0,386.0,0.2,0.24,865.0,0.05,0.63,0.5,0.4145199060440064
889.0,576.0,0.06,0.31,707.0,0.0006000000000000001,0.33,0.0009000000000000002,0.4270101487636566
1808.0,747.0,0.0007,0.56,823.0,0.0006000000000000001,0.16,4e-05,0.4839968681335449
43.0,128.0,0.0,0.36,658.0,0.2,0.8,0.08,0.5046728849411011
1326.0,779.0,0.001,0.03,66.0,0.08,0.3,0.0006000000000000001,0.437158465385437
855.0,276.0,0.0004,0.31,696.0,0.09,0.55,9e-05,0.489461362361908
1428.0,415.0,0.006,0.79,380.0,9e-05,0.62,4e-05,0.44548287987709045
1339.0,153.0,0.6000000000000001,0.71,541.0,0.03,0.09,0.02,0.41588786244392395
1709.0,989.0,0.003,0.35,539.0,5e-05,0.07,0.06,0.41433021426200867
185.0,381.0,6.000000000000001e-05,0.77,646.0,0.1,0.13,0.0005,0.47118380665779114
1383.0,317.0,0.0005,0.7,988.0,0.07,0.04,2e-05,0.440809965133667
893.0,386.0,0.0,0.02,545.0,0.0008,0.59,0.06,0.25233644247055054
143.0,573.0,0.9,0.78,197.0,0.0008,0.06,0.6000000000000001,0.41433021426200867
986.0,407.0,0.0007,0.62,960.0,0.5,0.34,0.08,0.41433021426200867
157.0,550.0,0.6000000000000001,0.48,382.0,0.0001,0.39,9e-05,0.4447040557861328
1488.0,302.0,0.30000000000000004,0.51,926.0,0.0,0.22,0.01,0.41433021426200867
1154.0,486.0,0.07,0.73,90.0,0.0,0.24,3e-06,0.4392523467540741
871.0,293.0,0.4,0.41,929.0,4e-05,0.53,6e-06,0.47975078225135803
1813.0,969.0,0.003,0.21,761.0,2e-05,0.48,6e-06,0.4883177578449249
849.0,871.0,0.0,0.26,217.0,0.0,0.27,0.0004,0.4735202491283417
1682.0,279.0,0.30000000000000004,0.55,588.0,0.0004,0.66,0.05,0.41588786244392395
697.0,215.0,0.008,0.62,682.0,4e-05,0.58,9e-06,0.4548286497592926
660.0,657.0,0.0006000000000000001,0.75,453.0,0.06,0.16,0.001,0.46806854009628296
1773.0,56.0,0.02,0.33,81.0,1e-05,0.26,0.009000000000000001,0.47663551568984985
1474.0,391.0,0.07,0.14,337.0,0.2,0.63,0.004,0.4166666567325592
303.0,346.0,0.0004,0.37,352.0,5e-05,0.29,0.1,0.41433021426200867
501.0,347.0,0.08,0.17,680.0,0.9,0.04,0.05,0.4166666567325592
359.0,794.0,0.09,0.29,133.0,0.0002,0.25,0.01,0.41433021426200867
1097.0,58.0,0.8,0.43,526.0,0.05,0.74,0.8,0.41433021426200867
1197.0,438.0,0.08,0.6,723.0,0.006,0.73,0.5,0.41433021426200867
1624.0,447.0,0.004,0.13,693.0,0.7000000000000001,0.21,0.7000000000000001,0.41433021426200867
49.0,538.0,0.06,0.66,252.0,0.0,0.3,0.7000000000000001,0.41433021426200867
1355.0,346.0,0.006,0.31,518.0,0.0,0.55,0.2,0.41433021426200867
820.0,928.0,4e-05,0.51,247.0,0.0001,0.06,0.004,0.5015576481819153
69.0,884.0,0.0007,0.47,935.0,2e-05,0.7,3.0000000000000004e-05,0.4953271150588989
1528.0,410.0,0.05,0.51,828.0,0.002,0.43,0.06,0.41588786244392395
1376.0,858.0,0.001,0.51,402.0,0.07,0.14,2e-06,0.44003114104270935
1084.0,531.0,0.6000000000000001,0.27,8.0,0.1,0.02,7.000000000000001e-05,0.4252336323261261
472.0,54.0,0.002,0.17,326.0,0.30000000000000004,0.6,2e-05,0.4221183657646179
1189.0,252.0,0.009000000000000001,0.16,226.0,1e-05,0.51,0.08,0.41433021426200867
523.0,624.0,9e-05,0.55,500.0,0.4,0.55,6.000000000000001e-05,0.5046728849411011
344.0,682.0,0.0009000000000000001,0.64,212.0,0.05,0.8,0.7000000000000001,0.4182243049144745
334.0,344.0,6.000000000000001e-05,0.49,768.0,0.01,0.63,0.04,0.48909658193588257
67.0,200.0,0.0002,0.34,290.0,0.5,0.76,0.30000000000000004,0.4166666567325592
1658.0,707.0,1e-05,0.69,659.0,0.8,0.24,0.0001,0.47975078225135803
1524.0,468.0,0.05,0.63,869.0,0.5,0.74,3.0000000000000004e-05,0.4306853711605072
803.0,601.0,5e-05,0.52,466.0,0.05,0.37,0.0009000000000000001,0.4953271150588989
1940.0,941.0,1e-05,0.24,524.0,8e-05,0.3,0.01,0.420560747385025
652.0,408.0,0.5,0.25,787.0,0.02,0.17,0.006,0.41433021426200867
1933.0,755.0,0.4,0.54,805.0,0.08,0.33,3e-06,0.4322429895401001
686.0,712.0,0.0008,0.41,852.0,0.0,0.74,5e-05,0.4672897160053253
1694.0,734.0,0.0,0.8,639.0,0.006,0.46,9e-06,0.4828660488128662
1566.0,154.0,0.0,0.21,58.0,0.008,0.16,4e-06,0.4361370801925659
1611.0,520.0,0.00030000000000000003,0.72,294.0,0.007,0.59,6.000000000000001e-05,0.4968847334384918
935.0,149.0,0.00030000000000000003,0.54,93.0,6.000000000000001e-05,0.43,0.003,0.4828660488128662
1615.0,867.0,0.2,0.18,865.0,0.4,0.7,3e-06,0.4338006377220154
93.0,891.0,5e-05,0.62,633.0,6.000000000000001e-05,0.52,0.0008,0.4953271150588989
1591.0,779.0,0.9,0.11,870.0,0.003,0.18,0.02,0.4151090383529663
1927.0,111.0,0.9,0.39,976.0,0.004,0.48,0.2,0.41433021426200867
1226.0,158.0,0.0004,0.49,960.0,0.0006000000000000001,0.32,0.5,0.41433021426200867
1222.0,331.0,0.0006000000000000001,0.17,389.0,0.0004,0.06,0.009000000000000001,0.47663551568984985
1766.0,732.0,0.008,0.12,866.0,1e-05,0.46,0.0009000000000000001,0.48909658193588257
346.0,777.0,0.6000000000000001,0.24,907.0,0.00030000000000000003,0.45,3e-06,0.4742990732192993
213.0,681.0,0.0007,0.58,50.0,0.006,0.01,5e-05,0.4735202491283417
876.0,825.0,0.001,0.45,668.0,0.04,0.58,0.08,0.41433021426200867
471.0,254.0,0.0007,0.02,360.0,0.4,0.35,9e-06,0.49221184849739075
127.0,69.0,8e-05,0.11,98.0,0.0007,0.08,5e-05,0.46417444944381714
1961.0,151.0,0.0,0.34,723.0,0.0,0.49,6.000000000000001e-05,0.5046728849411011
80.0,204.0,0.0005,0.29,847.0,0.6000000000000001,0.61,0.0004,0.4392523467540741
1773.0,851.0,0.0008,0.29,624.0,0.005,0.24,0.0007,0.4291277229785919
1785.0,346.0,0.005,0.48,189.0,0.0,0.71,0.002,0.49221184849739075
1193.0,578.0,3.0000000000000004e-05,0.43,524.0,7.000000000000001e-05,0.53,0.01,0.4392523467540741
1818.0,899.0,0.002,0.58,793.0,0.0,0.45,4.9999999999999996e-06,0.5015576481819153
253.0,564.0,0.8,0.7,151.0,0.0002,0.39,0.08,0.41433021426200867
298.0,283.0,9e-05,0.56,108.0,0.008,0.79,3.0000000000000004e-05,0.5077881813049316
1862.0,608.0,2e-05,0.27,888.0,0.0007,0.7,2e-06,0.46417444944381714
484.0,303.0,0.0005,0.58,853.0,0.005,0.04,0.4,0.25233644247055054
1620.0,308.0,0.01,0.78,915.0,0.009000000000000001,0.71,9e-05,0.42601245641708374
1852.0,960.0,0.4,0.3,509.0,0.9,0.52,0.02,0.4166666567325592
96.0,796.0,0.30000000000000004,0.16,891.0,0.007,0.21,0.0006000000000000001,0.41433021426200867
1170.0,786.0,2e-05,0.62,443.0,0.007,0.19,0.001,0.4953271150588989
902.0,452.0,1e-05,0.66,982.0,3.0000000000000004e-05,0.59,3e-06,0.4042056202888489
1128.0,228.0,0.003,0.68,970.0,0.04,0.14,0.02,0.41433021426200867
1093.0,530.0,0.0002,0.26,329.0,0.05,0.06,8e-06,0.47975078225135803
1772.0,315.0,0.0007,0.46,725.0,0.30000000000000004,0.42,0.001,0.447819322347641
406.0,731.0,8e-05,0.12,99.0,0.09,0.27,0.009000000000000001,0.48909658193588257
845.0,315.0,0.006,0.07,357.0,0.09,0.48,0.30000000000000004,0.41433021426200867
1389.0,88.0,0.09,0.6,45.0,0.5,0.34,4.9999999999999996e-06,0.4267912805080414
1327.0,668.0,0.007,0.5,712.0,0.08,0.26,0.001,0.420560747385025
1552.0,981.0,0.008,0.29,67.0,0.01,0.43,0.2,0.41744548082351685
421.0,723.0,0.30000000000000004,0.73,358.0,1e-05,0.51,0.7000000000000001,0.41433021426200867
231.0,857.0,0.0007,0.36,276.0,0.008,0.4,4e-05,0.4953271150588989
453.0,563.0,0.0,0.41,254.0,0.009000000000000001,0.02,0.0004,0.4859813153743744
525.0,588.0,0.0008,0.54,931.0,0.004,0.02,0.003,0.44548287987709045
417.0,436.0,0.1,0.21,314.0,0.0,0.22,0.007,0.41433021426200867
961.0,810.0,0.06,0.63,125.0,0.008,0.27,3.0000000000000004e-05,0.4252336323261261
202.0,500.0,0.009000000000000001,0.76,767.0,0.0002,0.01,2e-06,0.44859811663627625
1723.0,346.0,0.0004,0.52,425.0,0.04,0.08,0.0001,0.4953271150588989
734.0,792.0,0.007,0.03,250.0,0.30000000000000004,0.43,0.0001,0.4252336323261261
710.0,228.0,0.005,0.65,367.0,9e-05,0.3,0.0008,0.48208722472190857
1932.0,141.0,1e-05,0.75,185.0,0.0,0.4,5e-05,0.4493769407272339
1491.0,222.0,0.009000000000000001,0.54,665.0,0.05,0.29,0.005,0.4197819232940674
401.0,739.0,5e-05,0.43,15.0,0.005,0.21,2e-05,0.4735202491283417
214.0,151.0,0.6000000000000001,0.56,399.0,0.4,0.4,4e-06,0.43457943201065063
135.0,263.0,0.0004,0.25,328.0,0.7000000000000001,0.37,0.04,0.41433021426200867
844.0,288.0,0.1,0.52,484.0,0.0,0.29,0.0009000000000000001,0.45404985547065735
